opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days
OPP-2024674,Orbit Digital,,Mid-Market,prospecting,143614.45,2024-07-25,ana.lima@raptorsoft.com,commit,2023-07-01,55.0,HS-90427,Prospecting,commit,orbit,390.0,,,False,True,264,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024675,Fluxo Sistemas Ltda,ACC-1105,SMB,Discovery,20992.47,2023-12-31,mariana@raptorsoft.com,Pipeline,2023-10-31,15.0,HS-90593,Discovery/Qualification,pipeline,fluxo,61.0,,,False,True,471,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024676,Fluxo,ACC-1105,SMB,Prospecting,-10365.32,2025-01-05,joao@raptorsoft.com,Omit,2024-11-03,6.0,HS-90736,Prospecting,omit,fluxo,63.0,,,False,True,100,True,True,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024677,Innova Tech,ACC-1116,SMB,Closed Lost,29138.63,2025-01-17,mariana@raptorsoft.com,Omit,2024-04-04,92.0,HS-90090,Closed Lost,omit,innova,288.0,,,False,False,0,False,False,False,True,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024678,POLARE,ACC-1109,Mid-Market,Discovery,96122.89,2024-06-09,carlos@raptorsoft.com,Omit,2023-12-15,19.0,,Discovery/Qualification,omit,polare,177.0,,,False,True,310,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024679,SKYOPS,ACC-1108,Mid-Market,Discovery,84092.25,2023-12-09,pedro@raptorsoft.com,Best Case,2023-11-18,96.0,HS-90210,Discovery/Qualification,best_case,skyops,21.0,,,False,True,493,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024680,ConnectWave,ACC-1107,Mid-Market,Negotiation,99055.75,2024-01-15,carlos@raptorsoft.com,Commit,2023-10-23,103.0,,Negotiation,commit,connectwave,84.0,,,False,True,456,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024681,connectwave,ACC-1107,SMB,Qualification,20877.89,2023-10-17,joao@raptorsoft.com,Pipeline,2023-10-17,40.0,HS-90214,Discovery/Qualification,pipeline,connectwave,0.0,,,False,True,546,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024682,beta solutions,ACC-1101,Mid-Market,prospecting,129318.79,2024-10-30,,Omit,2023-07-25,77.0,HS-90311,Prospecting,omit,betasolutions,463.0,,,False,True,167,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024683,Mindbox,ACC-1111,Mid-Market,Closed Won,68355.82,2024-09-07,pedro@raptorsoft.com,Pipeline,2023-08-12,45.0,,Closed Won,pipeline,mindbox,392.0,,,False,False,0,False,False,True,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,392.0
OPP-2024684,Polare,ACC-1109,Enterprise,Discovery,386243.4,2024-12-26,,Commit,2024-10-29,40.0,,Discovery/Qualification,commit,polare,58.0,,,False,True,110,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024685,AMPLIA SOLUCOES,ACC-1113,Mid-Market,Negotiation,85581.6,2025-01-27,joao@raptorsoft.com,Pipeline,2023-07-29,63.0,,Negotiation,pipeline,amplia,548.0,,,False,True,78,True,False,False,False,2025Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024686,ZENTRA,ACC-1112,SMB,Prop,22018.66,2024-03-05,ana.lima@raptorsoft.com,Pipeline,2023-12-06,88.0,HS-90455,Proposal,pipeline,zentra,90.0,,,False,True,406,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024687,POLARIS,ACC-1118,SMB,Qualification,39257.89,2025-01-25,carlos@raptorsoft.com,Pipeline,2023-12-16,14.0,HS-90570,Discovery/Qualification,pipeline,polaris,406.0,,,False,True,80,True,False,False,False,2025Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024688,Beta Solutions,ACC-1101,SMB,Proposal,37174.61,2023-07-11,pedro@raptorsoft.com,Best Case,2024-07-01,34.0,HS-90118,Proposal,best_case,betasolutions,-356.0,,,False,True,644,True,False,False,False,2023Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024689,ORBIT DIGITAL,ACC-1104,SMB,Closed Won,5391.78,2024-10-19,ana.lima@raptorsoft.com,Pipeline,2023-11-14,32.0,HS-90486,Closed Won,pipeline,orbit,340.0,,,False,False,0,False,False,True,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,340.0
OPP-2024690,ORBIT DIGITAL,ACC-1104,SMB,Qualification,35024.6,2025-01-29,mariana@raptorsoft.com,Best Case,2023-09-11,47.0,HS-90770,Discovery/Qualification,best_case,orbit,506.0,,,False,True,76,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024691,Grid Soft,ACC-1117,Mid-Market,Qualification,76893.15,2023-12-06,ana.lima@raptorsoft.com,Omit,2023-07-29,67.0,HS-90031,Discovery/Qualification,omit,gridsoft,130.0,,,False,True,496,True,False,False,False,2023Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024692,Mindbox,ACC-1111,Mid-Market,Closed Lost,77192.08,2024-05-19,mariana@raptorsoft.com,Commit,2023-11-27,50.0,HS-90698,Closed Lost,commit,mindbox,174.0,,,False,False,0,False,False,False,True,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024693,Amplia Soluções,ACC-1113,Mid-Market,Prop,93928.69,2025-01-11,pedro@raptorsoft.com,Commit,2024-10-23,41.0,,Proposal,commit,amplia,80.0,,,False,True,94,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024694,BLUEPATH,ACC-1119,SMB,Negotiation,14748.27,2024-11-11,carlos@raptorsoft.com,Best Case,2024-06-08,88.0,HS-90209,Negotiation,best_case,bluepath,156.0,,,False,True,155,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024695,Mindbox,ACC-1111,SMB,Closed Won,25934.59,2025-01-03,carlos@raptorsoft.com,Omit,2024-04-24,59.0,,Closed Won,omit,mindbox,254.0,,,False,False,0,False,False,True,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,254.0
OPP-2024696,BLUEPATH,ACC-1119,Mid-Market,Closed_Lost,141336.69,2025-01-02,mariana@raptorsoft.com,pipeline,2024-08-06,63.0,,Closed Lost,pipeline,bluepath,149.0,,,False,False,0,False,False,False,True,2025Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024697,Vértice Tech,ACC-1103,SMB,Prospecting,14707.46,2024-10-31,pedro@raptorsoft.com,commit,2023-08-25,37.0,HS-90618,Prospecting,commit,vertice,433.0,,,False,True,166,True,False,False,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024698,FLUXO SISTEMAS,ACC-1105,Mid-Market,Negotiation ,56384.68,2024-06-11,joao@raptorsoft.com,Pipeline,2024-02-28,79.0,,Negotiation,pipeline,fluxo,104.0,,,False,True,308,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024699,innova,ACC-1116,SMB,Negotiation,11074.01,2024-11-21,ana.lima@raptorsoft.com,Omit,2024-10-13,11.0,HS-90756,Negotiation,omit,innova,39.0,,,False,True,145,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024700,gridsoft,ACC-1117,Mid-Market,Negotiation,110797.34,2024-07-08,mariana@raptorsoft.com,Omit,2023-07-24,78.0,HS-90615,Negotiation,omit,gridsoft,350.0,,,False,True,281,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024701,Amplia,ACC-1113,SMB,Qualification,17364.29,2024-11-22,pedro@raptorsoft.com,Omit,2024-08-17,90.0,,Discovery/Qualification,omit,amplia,97.0,,,False,True,144,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024702,Acme Corp,ACC-1100,SMB,DISCOVERY,17188.05,2024-10-19,mariana@raptorsoft.com,Best Case,2024-09-29,98.0,HS-90712,Discovery/Qualification,best_case,acme,20.0,,,False,True,178,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024703,Fluxo,ACC-1105,Mid-Market,Proposal,82307.25,2024-10-13,joao@raptorsoft.com,Pipeline,2024-03-18,74.0,HS-90481,Proposal,pipeline,fluxo,209.0,,,False,True,184,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024704,Grid Soft,ACC-1117,SMB,Negotiation,7358.37,2024-03-20,ana.lima@raptorsoft.com,Commit,2024-01-17,24.0,HS-90175,Negotiation,commit,gridsoft,63.0,,,False,True,391,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024705,Rush Flow,ACC-1110,SMB,Prospecting,10845.04,2025-01-14,mariana@raptorsoft.com,Commit,2024-11-28,15.0,,Prospecting,commit,rushflow,47.0,,,False,True,91,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024706,BluePath,ACC-1119,SMB,Proposal,22148.48,2025-01-13,pedro@raptorsoft.com,Commit,2024-04-20,96.0,,Proposal,commit,bluepath,268.0,,,False,True,92,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024707,GridSoft,ACC-1117,SMB,DISCOVERY,34468.11,2024-06-08,joao@raptorsoft.com,Commit,2023-08-07,100.0,HS-90604,Discovery/Qualification,commit,gridsoft,306.0,,,False,True,311,True,False,False,False,2024Q2,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024708,corelogic,ACC-1114,Mid-Market,Proposal,57248.58,2024-12-29,mariana@raptorsoft.com,Commit,2024-05-05,7.0,,Proposal,commit,corelogic,238.0,,,False,True,107,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024709,beta solutions,ACC-1101,Mid-Market,Closed Won,65274.12,2024-08-09,ana.lima@raptorsoft.com,commit,2024-07-30,65.0,HS-90728,Closed Won,commit,betasolutions,10.0,,,False,False,0,False,False,True,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,10.0
OPP-2024710,Beta Solutions,ACC-1101,Mid-Market,Prospecting,103551.12,2024-06-13,mariana@raptorsoft.com,Pipeline,2024-07-15,,,Prospecting,pipeline,betasolutions,,invalid_dates,,False,True,306,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024711,CoreLogic,ACC-1114,Mid-Market,Qualification,41182.75,2023-01-13,mariana@raptorsoft.com,best case,2024-03-30,114.0,,Discovery/Qualification,best_case,corelogic,-442.0,,,False,True,823,True,False,False,False,2023Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024712,BETA SOLUTIONS,ACC-1101,Enterprise,Closed Won,492478.91,2024-12-05,carlos@raptorsoft.com,Omit,2024-03-28,48.0,HS-90561,Closed Won,omit,betasolutions,252.0,,,False,False,0,False,False,True,False,2024Q4,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,252.0
OPP-2024713,INNOVA,ACC-1116,SMB,Negotiation,28868.51,2024-10-29,joao@raptorsoft.com,Best Case,2024-05-30,35.0,HS-90741,Negotiation,best_case,innova,152.0,,,False,True,168,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024714,BETA SOLUTIONS,ACC-1101,Mid-Market,Prospecting,131338.58,2024-11-12,pedro@raptorsoft.com,Pipeline,2024-03-20,96.0,,Prospecting,pipeline,betasolutions,237.0,,,False,True,154,True,False,False,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024715,zentra,ACC-1112,Enterprise,Closed Lost,426024.33,2025-01-02,joao@raptorsoft.com,Commit,2023-09-06,63.0,HS-90405,Closed Lost,commit,zentra,484.0,,,False,False,0,False,False,False,True,2025Q1,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024716,SKYOPS,ACC-1108,Enterprise,Qualification,230857.16,2023-03-26,mariana@raptorsoft.com,omit,2024-04-19,120.0,HS-90002,Discovery/Qualification,omit,skyops,-390.0,,,False,True,751,True,False,False,False,2023Q1,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024717,Acme Corp,ACC-1100,SMB,Closed Won,33936.51,2024-09-27,joao@raptorsoft.com,Pipeline,2024-07-10,79.0,,Closed Won,pipeline,acme,79.0,,True,False,False,0,False,False,True,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,79.0
OPP-2024718,mindbox,ACC-1111,Mid-Market,Closed Lost,85480.39,2024-10-13,ana.lima@raptorsoft.com,Pipeline,2023-09-12,5.0,HS-90711,Closed Lost,pipeline,mindbox,397.0,,,False,False,0,False,False,False,True,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024719,Polare Ltda,ACC-1109,Enterprise,Discovery,472198.84,2024-10-14,ana.lima@raptorsoft.com,Best Case,2024-05-09,5.0,,Discovery/Qualification,best_case,polare,158.0,,,False,True,183,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024720,skyops,ACC-1108,SMB,Discovery,29070.4,2023-11-15,ana.lima@raptorsoft.com,Commit,2023-09-14,62.0,,Discovery/Qualification,commit,skyops,62.0,,True,False,True,517,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024721,Innova,ACC-1116,Mid-Market,Qualification,145986.3,2023-12-01,pedro@raptorsoft.com,Omit,2024-08-02,,HS-90498,Discovery/Qualification,omit,innova,,invalid_dates,,False,True,501,True,False,False,False,2023Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024722,Data Prime,ACC-1106,SMB,Qualification,22337.52,2023-12-10,pedro@raptorsoft.com,Commit,2023-11-21,1.0,,Discovery/Qualification,commit,dataprime,19.0,,,False,True,492,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024723,Amplia,,Mid-Market,Discovery,149235.73,2025-01-23,pedro@raptorsoft.com,Pipeline,2024-11-29,69.0,,Discovery/Qualification,pipeline,amplia,55.0,,,False,True,82,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024724,Mindbox,ACC-1111,Enterprise,Proposal,453747.13,2024-07-21,carlos@raptorsoft.com,Best Case,2023-09-03,322.0,,Proposal,best_case,mindbox,322.0,,True,False,True,268,True,False,False,False,2024Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024725,Orbit,ACC-1104,SMB,Qualification,20050.38,2025-01-15,pedro@raptorsoft.com,commit,2024-10-03,64.0,,Discovery/Qualification,commit,orbit,104.0,,,False,True,90,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024726,Nexus Group,ACC-1102,SMB,Negotiation,11203.29,2024-10-25,carlos@raptorsoft.com,best case,2024-08-02,38.0,,Negotiation,best_case,nexus,84.0,,,False,True,172,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024727,Vertice,ACC-1103,SMB,Discovery,29204.51,2024-06-22,joao@raptorsoft.com,Pipeline,2024-04-21,102.0,HS-90116,Discovery/Qualification,pipeline,vertice,62.0,,,False,True,297,True,False,False,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024728,dataprime,ACC-1106,Mid-Market,Negotiation,63396.07,2024-12-03,carlos@raptorsoft.com,Best Case,2024-10-19,117.0,,Negotiation,best_case,dataprime,45.0,,,False,True,133,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024729,Vértice Tech,ACC-1103,Mid-Market,Proposal,72165.91,2024-06-08,ana.lima@raptorsoft.com,Omit,2024-01-15,62.0,,Proposal,omit,vertice,145.0,,,False,True,311,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024730,AMPLIA SOLUCOES,ACC-1113,Enterprise,Negotiation,179645.23,2025-01-14,carlos@raptorsoft.com,commit,2024-11-18,600.0,HS-90098,Negotiation,commit,amplia,57.0,,,True,True,91,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024731,MINDBOX,ACC-1111,SMB,Proposal,39864.75,2023-12-03,pedro@raptorsoft.com,Commit,2023-11-17,16.0,HS-90680,Proposal,commit,mindbox,16.0,,True,False,True,499,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024732,Grupo Nexus,ACC-1102,SMB,Qualification,34740.79,2024-11-27,joao@raptorsoft.com,Commit,2024-07-23,42.0,HS-90537,Discovery/Qualification,commit,nexus,127.0,,,False,True,139,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024733,Grid Soft,ACC-1117,SMB,Discovery,16140.91,2023-11-15,pedro@raptorsoft.com,Commit,2023-10-06,117.0,HS-90707,Discovery/Qualification,commit,gridsoft,40.0,,,False,True,517,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024734,Polaris,ACC-1118,Mid-Market,Proposal,140260.6,2024-02-25,joao@raptorsoft.com,pipeline,2023-10-11,6.0,,Proposal,pipeline,polaris,137.0,,,False,True,415,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024735,MINDBOX,ACC-1111,Mid-Market,Prospecting,140179.58,2024-03-18,,best case,2024-03-10,67.0,HS-90794,Prospecting,best_case,mindbox,8.0,,,False,True,393,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024736,Polare Ltda,ACC-1109,SMB,Qualification,18595.44,2024-12-27,pedro@raptorsoft.com,Commit,2024-09-13,16.0,,Discovery/Qualification,commit,polare,105.0,,,False,True,109,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024737,nexus,ACC-1102,Mid-Market,Closed Won,106898.47,2024-05-22,joao@raptorsoft.com,Best Case,2024-03-16,88.0,HS-90115,Closed Won,best_case,nexus,67.0,,,False,False,0,False,False,True,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,67.0
OPP-2024738,Amplia Soluções Ltda,ACC-1113,Mid-Market,qualification,47638.51,2024-07-26,pedro@raptorsoft.com,Omit,2023-07-15,57.0,,Discovery/Qualification,omit,amplia,377.0,,,False,True,263,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024739,AMPLIA SOLUCOES,ACC-1113,Enterprise,Proposal,101222.96,2024-04-05,pedro@raptorsoft.com,Pipeline,2024-03-05,53.0,,Proposal,pipeline,amplia,31.0,,,False,True,375,True,False,False,False,2024Q2,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024740,tapflow,ACC-1115,Mid-Market,Negotiation,56917.89,2025-01-05,mariana@raptorsoft.com,best case,2023-09-05,3.0,HS-90564,Negotiation,best_case,tapflow,488.0,,,False,True,100,True,False,False,False,2025Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024741,polaris,ACC-1118,SMB,Negotiation,8459.21,2023-04-20,carlos@raptorsoft.com,Best Case,2024-07-14,97.0,HS-90588,Negotiation,best_case,polaris,-451.0,,,False,True,726,True,False,False,False,2023Q2,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024742,RUSHFLOW,ACC-1110,SMB,prospecting,16458.18,2024-11-20,mariana@raptorsoft.com,commit,2024-11-20,103.0,HS-90685,Prospecting,commit,rushflow,0.0,,,False,True,146,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024743,Zentra,ACC-1112,Mid-Market,Proposal,59386.09,2024-06-04,mariana@raptorsoft.com,Commit,2023-10-07,3.0,,Proposal,commit,zentra,241.0,,,False,True,315,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024744,Grid Soft,ACC-1117,SMB,Negotiation,7541.14,2024-09-29,,Best Case,2024-08-26,2.0,HS-90287,Negotiation,best_case,gridsoft,34.0,,,False,True,198,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024745,GridSoft,ACC-1117,Enterprise,Discovery,200126.67,2024-10-20,pedro@raptorsoft.com,commit,2023-10-04,97.0,HS-90501,Discovery/Qualification,commit,gridsoft,382.0,,,False,True,177,True,False,False,False,2024Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024746,Orbit,,SMB,Negotiation ,13026.52,2025-01-28,,Omit,2024-06-03,13.0,,Negotiation,omit,orbit,239.0,,,False,True,77,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024747,Innova Tech,ACC-1116,SMB,Closed Won,33954.71,2024-11-18,carlos@raptorsoft.com,best case,2023-08-16,113.0,HS-90064,Closed Won,best_case,innova,460.0,,,False,False,0,False,False,True,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,460.0
OPP-2024748,Vértice Tech,ACC-1103,SMB,qualification,28955.39,2024-03-01,ana.lima@raptorsoft.com,Pipeline,2023-12-23,67.0,HS-90605,Discovery/Qualification,pipeline,vertice,69.0,,,False,True,410,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024749,Polaris Tech,ACC-1118,Enterprise,Qualification,186235.03,2024-10-28,carlos@raptorsoft.com,Omit,2024-10-06,119.0,,Discovery/Qualification,omit,polaris,22.0,,,False,True,169,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024750,RUSHFLOW,ACC-1110,Enterprise,Closed Lost,380107.83,2023-12-23,pedro@raptorsoft.com,Omit,2023-10-27,105.0,HS-90237,Closed Lost,omit,rushflow,57.0,,,False,False,0,False,False,False,True,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024751,orbit digital,ACC-1104,SMB,Qualification,7924.88,2023-07-02,ana.lima@raptorsoft.com,Pipeline,2023-09-14,102.0,HS-90639,Discovery/Qualification,pipeline,orbit,-74.0,,,False,True,653,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024752,Sky Ops,ACC-1108,Mid-Market,Closed Won,111760.67,2023-10-07,joao@raptorsoft.com,Pipeline,2023-09-21,600.0,HS-90652,Closed Won,pipeline,skyops,16.0,,,True,False,0,False,False,True,False,2023Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,16.0
OPP-2024753,BETA SOLUTIONS,ACC-1101,SMB,Proposal,23866.1,2023-06-03,joao@raptorsoft.com,Commit,2023-10-09,65.0,HS-90087,Proposal,commit,betasolutions,-128.0,,,False,True,682,True,False,False,False,2023Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024754,Nexus Group,ACC-1102,Mid-Market,Discovery,39192.47,2025-01-03,,Pipeline,2024-10-31,56.0,HS-90002,Discovery/Qualification,pipeline,nexus,64.0,,,False,True,102,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024755,GridSoft,ACC-1117,SMB,Prospecting,23056.17,2024-08-13,carlos@raptorsoft.com,Commit,2024-06-14,7.0,HS-90384,Prospecting,commit,gridsoft,60.0,,,False,True,245,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024756,Mindbox,ACC-1111,SMB,Prospecting,13413.64,2024-12-08,pedro@raptorsoft.com,Pipeline,2024-10-24,9.0,,Prospecting,pipeline,mindbox,45.0,,,False,True,128,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024757,RushFlow,ACC-1110,Enterprise,Discovery,170978.03,2024-11-27,mariana@raptorsoft.com,Best Case,2023-07-06,25.0,,Discovery/Qualification,best_case,rushflow,510.0,,,False,True,139,True,False,False,False,2024Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024758,beta solutions,ACC-1101,Mid-Market,Closed Won,110339.42,2024-07-18,ana.lima@raptorsoft.com,Omit,2024-04-28,93.0,HS-90317,Closed Won,omit,betasolutions,81.0,,,False,False,0,False,False,True,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,81.0
